timestamp,1d_1w,1h,1h_24h,1m_3m,1w_1m,1y_2y,2y_3y,3m_6m,3y_5y,5y_7y,6m_12m,7y_10y,more_10y
2012-12-31T00:00:00Z,0.0981792933189323,0.549205369541737,0.264233914519364,0.020938126832279,0.0522604536336985,0.0017898472457954,0.000262305199814843,0.00654220027773492,0,0,0.00658848943064342,0,0
2013-01-01T00:00:00Z,0.111632298285577,0.565804459896895,0.236197698117732,0.0186728210046757,0.0591355952523678,0.0022179594772809,0.0000149862126843304,0.0040912360628222,0,0,0.00223294568996523,0,0
2013-01-02T00:00:00Z,0.0966354698783201,0.571771256696123,0.239941832283083,0.0260760406179698,0.0429794797220876,0.00308239183663323,0.000012428999341263,0.0139577662602384,0,0,0.00554333370620331,0,0
2013-01-03T00:00:00Z,0.105004242968356,0.579503388225455,0.23123562617604,0.0158896090319883,0.0501531158145884,0.00699782317275645,0,0.00698552471375337,0,0,0.0042306698970619,0,0
2013-01-04T00:00:00Z,0.0934720590703138,0.57592568828169,0.231315953130707,0.0354086256083235,0.0411438950475307,0.00113520823667611,0.0000197427519421932,0.0192787972715517,0,0,0.00230003060126551,0,0
2013-01-05T00:00:00Z,0.128055274162965,0.52093560871711,0.275370788851658,0.022130444946622,0.0380659237902283,0.00163640614041923,0,0.00750668848541521,0,0,0.00629886490558196,0,0
2013-01-06T00:00:00Z,0.125632553432161,0.501339524915163,0.285705780794189,0.0188426504732988,0.047969875573019,0.00363160088110972,0.0000297672203369649,0.0111478240161934,0,0,0.00570042269452879,0,0
2013-01-07T00:00:00Z,0.163184935656642,0.501345030657005,0.255701233550639,0.0164190679301069,0.0480212296730727,0.00175702202942103,0.0000121173933063519,0.0110389453020866,0,0,0.0025204178077212,0,0
2013-01-08T00:00:00Z,0.114695340501792,0.395554297931208,0.256356243056866,0.0385881070657528,0.177775681737198,0.00310214005743151,0.0000104802028967281,0.00989331153451131,0,0,0.00402439791234358,0,0
2013-01-09T00:00:00Z,0.108118243988529,0.48943304654754,0.265210677255681,0.0207588793293625,0.101455989410986,0.000838296933598059,0,0.0107434370174278,0,0,0.00344142951687624,0,0
2013-01-10T00:00:00Z,0.0892894941085162,0.53146828476681,0.257567205249418,0.0238128836520144,0.0807962322726311,0.00149932971142313,0.0000352783461511324,0.0119505397586961,0,0,0.00358075213433994,0,0
2013-01-11T00:00:00Z,0.0869015795868773,0.560670716889429,0.277006075334143,0.0207630619684083,0.0354993924665857,0.00383961117861482,0.0000291616038882139,0.0121992709599028,0,0,0.00309113001215067,0,0
2013-01-12T00:00:00Z,0.100951868781931,0.550309222909384,0.271868781930627,0.0140037644528099,0.0509169131486959,0.00219413820919602,0,0.00681903737563861,0,0,0.0029362731917182,0,0
2013-01-13T00:00:00Z,0.112680836209906,0.553775743707094,0.256118372571074,0.0158049877826475,0.0447096924329985,0.00848427258270954,0.0000290889345692898,0.00460574797347089,0,0,0.00379125780553078,0,0
2013-01-14T00:00:00Z,0.0792571224021393,0.597986987008065,0.210176665052326,0.031311195805521,0.0638542039544335,0.00151607673032785,0,0.0129287654502958,0,0,0.00296898359689204,0,0
2013-01-15T00:00:00Z,0.109662095545398,0.52831182217442,0.268945505064085,0.0216680111140988,0.0514251142780317,0.00402213856771534,0.0000112037286008784,0.0134556780496549,0,0,0.00249843147799588,0,0
2013-01-16T00:00:00Z,0.0863270729503136,0.526346399906944,0.286951619974768,0.027576703859128,0.0510195864389188,0.00428593158615259,0,0.0144952174730004,0,0,0.00299746781077478,0,0
2013-01-17T00:00:00Z,0.113950308802037,0.484823912121069,0.282334637687992,0.0293432652868795,0.0615246805902598,0.00527085003064448,0.0000565744189335722,0.0169063221913158,0.00000942906982226203,0,0.00578001980104663,0,0
2013-01-18T00:00:00Z,0.0764416122230942,0.501243298949578,0.292586534552365,0.0266812900053892,0.0729528113683852,0.005181200185313,0.0000378189794548394,0.0153734151483922,0,0,0.0095020185880284,0,0
2013-01-19T00:00:00Z,0.0765188034039295,0.584697979569462,0.234751057202026,0.0371108365382942,0.0502932321667856,0.00380244679184867,0.0000087012512399283,0.00851852496388981,0,0,0.00429841811252458,0,0
2013-01-20T00:00:00Z,0.0993423208350887,0.521778308290034,0.271298506764031,0.0264710012638674,0.0568857370219538,0.00294902401348125,0.0000702148574638394,0.0150727894022375,0,0,0.00613209755184197,0,0
