timestamp,1d_1w,1m_3m,1w_1m,1y_2y,24h,2y_3y,3m_6m,3y_5y,5y_7y,6m_12m,7y_10y,more_10y
2012-12-31T00:00:00Z,0.0441596497880463,0.12205171441766,0.0761610197955431,0.262580405279264,0.0282659392156613,0.106327170404857,0.145630187346453,0.103926541879533,0,0.110896421673555,0,0
2013-01-01T00:00:00Z,0.0465141732897208,0.116728935869747,0.0764644466708283,0.262111737747548,0.0262124168864673,0.106601643059856,0.149882524389291,0.104051714403438,0,0.111431457469391,0,0
2013-01-02T00:00:00Z,0.0449257096405516,0.116675438316336,0.0740080176677652,0.262565325474004,0.0296433306783953,0.106456554701814,0.150272623365037,0.104254313944238,0,0.111197736246175,0,0
2013-01-03T00:00:00Z,0.0436398245327063,0.119137515092001,0.0691976176126754,0.263047202834462,0.0326795228677415,0.106235832036037,0.149786089653981,0.104468672124976,0,0.111806773406534,0,0
2013-01-04T00:00:00Z,0.0457079228400672,0.118691618407023,0.066498613197807,0.2633835909858,0.0351749747074322,0.106094611689723,0.148149442973282,0.104732120237163,0,0.111566155135342,0,0
2013-01-05T00:00:00Z,0.0475619387308117,0.119078936078024,0.0662211165492831,0.264100599941178,0.0327441344345377,0.105839643734544,0.148100828500562,0.104960723572534,0,0.111391128711926,0,0
2013-01-06T00:00:00Z,0.051405907922536,0.114794348806281,0.0657891243558003,0.264543117676216,0.0280235522239256,0.105597976652635,0.152871523360133,0.105197587660026,0,0.111775911872509,0,0
2013-01-07T00:00:00Z,0.045991056809182,0.11481322245845,0.065205463230895,0.265278192246952,0.0332234624422539,0.105326605163872,0.153247034233948,0.105433291906204,0,0.111480722272093,0,0
2013-01-08T00:00:00Z,0.0470703233731192,0.112419494555014,0.0613632479398571,0.265671521833359,0.0385911293997474,0.105092250242347,0.152905730573917,0.105682193621119,0,0.111203159427935,0,0
2013-01-09T00:00:00Z,0.0491365157469904,0.113225899389472,0.0621789165226512,0.265890394553508,0.0349908155023241,0.105155617683588,0.151156519608227,0.105917598553685,0,0.112346773601725,0,0
2013-01-10T00:00:00Z,0.0521750340289076,0.111176242907567,0.0614184110943962,0.266014454727372,0.0347397798321634,0.104959595377184,0.146308908054518,0.10614393003753,0,0.117062695242136,0,0
2013-01-11T00:00:00Z,0.0491779751342932,0.111378824514899,0.0646072870570865,0.266348231964147,0.034265580335189,0.104852089352276,0.146251726702149,0.106325971082234,0,0.116791365232236,0,0
2013-01-12T00:00:00Z,0.0512612521083198,0.115011722561114,0.0626396725063627,0.267015690205615,0.0299911727899808,0.105142075758667,0.14628289890893,0.106619917615929,0,0.116034649191074,0,0
2013-01-13T00:00:00Z,0.0517758874032899,0.11526718102292,0.0629839047340223,0.265290647096938,0.029076145566432,0.106768641941677,0.143667700943124,0.106858690192271,0,0.118310252947302,0,0
2013-01-14T00:00:00Z,0.0579224306502368,0.113984208681748,0.0632777235747633,0.265420524660685,0.0232974804692916,0.106746355276001,0.143606423173884,0.107053781418049,0,0.118690124104738,0,0
2013-01-15T00:00:00Z,0.0452663272880255,0.108620553929599,0.0629119217641772,0.265541396253214,0.0384796430580807,0.106771054916941,0.14634320398033,0.107206219724542,0,0.118858731269565,0,0
2013-01-16T00:00:00Z,0.0494565593282283,0.106843642478443,0.0621426080545087,0.263663777162695,0.0350790367169204,0.108781596133529,0.147787343503636,0.107341999540809,0,0.118902489322316,0,0
2013-01-17T00:00:00Z,0.0450523693311302,0.109818747239891,0.0600738940353999,0.263738630336488,0.0390433297497613,0.108692532668875,0.146898707750948,0.10744712928242,0,0.119233711952042,0,0
2013-01-18T00:00:00Z,0.0484118670057356,0.110454101751657,0.0603621301662649,0.264474847498611,0.0355668596330729,0.108581296111746,0.144936031539028,0.107561861989838,0,0.119650056779005,0,0
2013-01-19T00:00:00Z,0.0534020601523142,0.110597972847683,0.0618884976463447,0.264506681571218,0.0288675532814955,0.108588645138015,0.143660897375518,0.107640124150329,0,0.120846620559964,0,0
2013-01-20T00:00:00Z,0.0549364481437747,0.111130547053149,0.062214140591546,0.264484845810592,0.0267202041556565,0.108351284765964,0.142883130516108,0.107892857911708,0,0.121385593922144,0,0
2013-01-21T00:00:00Z,0.054544141359656,0.107912226010091,0.0618858552748749,0.264409998934972,0.0308043768627222,0.108186523586113,0.142184540858582,0.108070169315486,0,0.122001220773462,0,0
2013-01-22T00:00:00Z,0.0462917227391799,0.105751795731566,0.0632004630526118,0.264784657799527,0.0425533095997167,0.108066225058422,0.140360204169714,0.108267624815845,0,0.120723050094429,0,0
2013-01-23T00:00:00Z,0.0562703562216915,0.103954790613012,0.064163125630407,0.264759265116144,0.0334846906268491,0.107793940145422,0.138988587079052,0.108534969468576,0,0.122049328205011,0,0
2013-01-24T00:00:00Z,0.0513279236053467,0.101410694824758,0.0661933160995578,0.264510893038261,0.0411705851887361,0.107550209811473,0.137203246053189,0.108761811774384,0,0.121870372915444,0,0
2013-01-25T00:00:00Z,0.0563457224286647,0.101795633318948,0.0668524782907583,0.264077275852064,0.0365661143960847,0.107380594700249,0.136009899344139,0.109021360638618,0,0.121949974410999,0,0
2013-01-26T00:00:00Z,0.0586575147684523,0.101803884612849,0.0660345185320143,0.263758142465845,0.0362078952016003,0.107209347347291,0.134355549756533,0.109201163928492,0,0.122771036878779,0,0
2013-01-27T00:00:00Z,0.0669045862989137,0.100867602095816,0.0648713854730205,0.263879989840505,0.0358255654802334,0.10702283843543,0.128729682292346,0.109391451036054,0,0.122505952593052,0,0
