timestamp,buy,capitulation,crossed,ma30,ma60
2013-02-09T00:00:00Z,0,0,0,22293618197999.375,22040519684297.92
2013-02-10T00:00:00Z,0,0,0,22530692774752.64,22110525046156.758
2013-02-11T00:00:00Z,0,0,0,22734288300093.254,22189395087600.777
2013-02-12T00:00:00Z,0,0,0,22765106782870.387,22267535360845.785
2013-02-13T00:00:00Z,0,0,0,22857545111662.527,22405974976925.07
2013-02-14T00:00:00Z,0,0,0,23015757215049.87,22498684850717.984
2013-02-15T00:00:00Z,0,0,0,23282247727515.086,22616904111812.74
2013-02-16T00:00:00Z,0,0,0,23697704337175.516,22774943949059.164
2013-02-17T00:00:00Z,0,0,0,24073369196926.312,22893582038139.355
2013-02-18T00:00:00Z,0,0,0,24197457370500.816,23068188270397.07
2013-02-19T00:00:00Z,0,0,0,24476184879301.758,23197354294569.15
2013-02-20T00:00:00Z,0,0,0,24948783316394.332,23358611978691.574
2013-02-21T00:00:00Z,0,0,0,25229359109356.94,23540946535048.5
2013-02-22T00:00:00Z,0,0,0,25584615240928.105,23694373936070.64
2013-02-23T00:00:00Z,0,0,0,25800847923783.82,23841016395196.133
2013-02-24T00:00:00Z,0,0,0,26079936718694.613,23905715827140.56
2013-02-25T00:00:00Z,0,0,0,26549395411792.13,24152390077763.348
2013-02-26T00:00:00Z,0,0,0,26791490700759.727,24236569332247.75
2013-02-27T00:00:00Z,0,0,0,27241805335784.957,24467692666098.125
2013-02-28T00:00:00Z,0,0,0,27491042958178.92,24571436260411.56
2013-03-01T00:00:00Z,0,0,0,27710387863705.418,24666286350024.395
2013-03-02T00:00:00Z,0,0,0,27865440179065.855,24806832070821.05
2013-03-03T00:00:00Z,0,0,0,28286703541068.047,24999362600950.316
2013-03-04T00:00:00Z,0,0,0,28801971759150.15,25236371490036.777
2013-03-05T00:00:00Z,0,0,0,28906854303687.7,25369314810521.055
2013-03-06T00:00:00Z,0,0,0,29212070721705.473,25582979076531.36
2013-03-07T00:00:00Z,0,0,0,29523236720389.473,25800615738890.027
2013-03-08T00:00:00Z,0,0,0,29897785321379.137,25971306307054.293
2013-03-09T00:00:00Z,0,0,0,30282807307787.297,26238034268510.02
2013-03-10T00:00:00Z,0,0,0,30769416215019.81,26541445758726.21
2013-03-11T00:00:00Z,0,0,0,31197044170512.418,26745331184255.89
2013-03-12T00:00:00Z,0,0,0,31304051739895.92,26917372257324.273
2013-03-13T00:00:00Z,0,0,0,31574600723236.08,27154444511664.668
2013-03-14T00:00:00Z,0,0,0,32209266528927.285,27487186655898.832
2013-03-15T00:00:00Z,0,0,0,32647137870921.227,27752341491291.875
2013-03-16T00:00:00Z,0,0,0,33244919545449.727,28130338380249.8
2013-03-17T00:00:00Z,0,0,0,33944974349012.812,28613611038263.953
2013-03-18T00:00:00Z,0,0,0,34443717027112.25,29070710682143.883
2013-03-19T00:00:00Z,0,0,0,34792411155366.254,29432890176146.29
2013-03-20T00:00:00Z,0,0,0,35540287514299.7,29868872442400.26
2013-03-21T00:00:00Z,0,0,0,36337145242311.96,30406665060806.867
2013-03-22T00:00:00Z,0,0,0,36974232112750.695,30961507714572.51
2013-03-23T00:00:00Z,0,0,0,37649655625311.484,31439507367334.21
2013-03-24T00:00:00Z,0,0,0,38396369524141.41,31990492382534.758
2013-03-25T00:00:00Z,0,0,0,38994494916158.24,32397671419971.035
2013-03-26T00:00:00Z,0,0,0,39728279017189.61,32904107867942.113
2013-03-27T00:00:00Z,0,0,0,39937493615439.43,33243444513615.785
2013-03-28T00:00:00Z,0,0,0,40982185380532.84,33886838040646.285
2013-03-29T00:00:00Z,0,0,0,41742381556928.305,34492093446356.637
2013-03-30T00:00:00Z,0,0,0,42655284251295.09,35073163604737.008
2013-03-31T00:00:00Z,0,0,0,43544670881499.11,35627529372602.266
2013-04-01T00:00:00Z,0,0,0,44694053937884.18,36279747058475.016
2013-04-02T00:00:00Z,0,0,0,45523553135704.35,36905128338386.2
2013-04-03T00:00:00Z,0,0,0,46189195398508.71,37495583578829.43
2013-04-04T00:00:00Z,0,0,0,46882210732039.734,37894532517863.73
2013-04-05T00:00:00Z,0,0,0,47573493244589.2,38392781983147.336
2013-04-06T00:00:00Z,0,0,0,48504983263749.91,39014109992069.695
2013-04-07T00:00:00Z,0,0,0,49403524483057.86,39650654902218.51
2013-04-08T00:00:00Z,0,0,0,50163734420260.766,40223270864024.03
2013-04-09T00:00:00Z,0,0,0,51100176208656.586,40934796211838.2
2013-04-10T00:00:00Z,0,0,0,52333385223672.39,41765214697092.4
2013-04-11T00:00:00Z,0,0,0,53355141628922.24,42329596684409.07
2013-04-12T00:00:00Z,0,0,0,54442413183317.875,43008506953276.98
2013-04-13T00:00:00Z,0,0,0,55187118940444.016,43698192734685.65
2013-04-14T00:00:00Z,0,0,0,55765921765728.766,44206529818324.99
2013-04-15T00:00:00Z,0,0,0,56424947291013.1,44834933418231.41
2013-04-16T00:00:00Z,0,0,0,57000805859441.87,45472890104227.336
2013-04-17T00:00:00Z,0,0,0,57759641187880.5,46101679107496.37
2013-04-18T00:00:00Z,0,0,0,58604854649846.945,46698632902606.59
2013-04-19T00:00:00Z,0,0,0,58905577827567.38,47222932670933.53
2013-04-20T00:00:00Z,0,0,0,59448412582045.84,47892778912178.89
2013-04-21T00:00:00Z,0,0,0,60236700944881.48,48605466528816.07
2013-04-22T00:00:00Z,0,0,0,60794547435806.875,49222101530559.17
2013-04-23T00:00:00Z,0,0,0,61543457694543.83,49969913609342.61
2013-04-24T00:00:00Z,0,0,0,62329462930986.305,50661978923572.266
2013-04-25T00:00:00Z,0,0,0,63215745957054.734,51472012487122.164
2013-04-26T00:00:00Z,0,0,0,64287543227594.66,52112518421517.04
2013-04-27T00:00:00Z,0,0,0,64477301996869.64,52729743688701.25
2013-04-28T00:00:00Z,0,0,0,65190784134685.42,53466582845806.87
2013-04-29T00:00:00Z,0,0,0,65847612194514.766,54251448222904.92
2013-04-30T00:00:00Z,0,0,0,66374748947566.54,54959709914532.805
2013-05-01T00:00:00Z,0,0,0,66674708333269.914,55684381135577.04
2013-05-02T00:00:00Z,0,0,0,66952499505151.65,56238026320427.99
2013-05-03T00:00:00Z,0,0,0,67379710746966.266,56784453072737.48
2013-05-04T00:00:00Z,0,0,0,68280435401848.945,57581323066944.32
2013-05-05T00:00:00Z,0,0,0,69192067945803.04,58382780595196.12
2013-05-06T00:00:00Z,0,0,0,69849594520765.91,59177288892257.9
2013-05-07T00:00:00Z,0,0,0,70615843222897.84,60009683852977.84
2013-05-08T00:00:00Z,0,0,0,71372389400074.08,60768061910167.414
2013-05-09T00:00:00Z,0,0,0,71852863612544.19,61476519910600.38
2013-05-10T00:00:00Z,0,0,0,72291547054459.64,62312466139066.016
2013-05-11T00:00:00Z,0,0,0,73357194690333.67,63356168159627.96
2013-05-12T00:00:00Z,0,0,0,73992256601333.92,64217334892325.89
2013-05-13T00:00:00Z,0,0,0,75049714192362.47,65118416566403.24
2013-05-14T00:00:00Z,0,0,0,75945794155484.05,65855857960606.39
2013-05-15T00:00:00Z,0,0,0,76495903299209.34,66460425295111.21
2013-05-16T00:00:00Z,0,0,0,76993786570801.81,66997296215121.836
2013-05-17T00:00:00Z,0,0,0,77705704769196.67,67732672978538.58
2013-05-18T00:00:00Z,0,0,0,78245549853564.6,68425202251705.76
2013-05-19T00:00:00Z,0,0,0,79134407262866.44,69019992545216.89
2013-05-20T00:00:00Z,0,0,0,79235498036641.98,69341955309343.9
2013-05-21T00:00:00Z,0,0,0,79445582635358.14,69841141790119.79
2013-05-22T00:00:00Z,0,0,0,80045746248020.3,70420146841913.58
2013-05-23T00:00:00Z,0,0,0,80738786806965.05,71141122250754.42
2013-05-24T00:00:00Z,0,0,0,81507440480273.55,71918451705629.92
2013-05-25T00:00:00Z,0,0,0,82073795347131.92,72644770652093.33
2013-05-26T00:00:00Z,0,0,0,82828812036754.5,73558177632174.58
2013-05-27T00:00:00Z,0,0,0,84161434549610.02,74319368273239.83
2013-05-28T00:00:00Z,0,0,0,84676263406819.14,74933523770752.28
2013-05-29T00:00:00Z,0,0,0,85450075164518.23,75648843679516.52
2013-05-30T00:00:00Z,0,0,0,86719189888024.23,76546969417795.4
2013-05-31T00:00:00Z,0,0,0,87695759714681.64,77185234023975.8
2013-06-01T00:00:00Z,0,0,0,89665096704480.72,78308798104816.2
2013-06-02T00:00:00Z,0,0,0,91307785837531.23,79343748292248.77
2013-06-03T00:00:00Z,0,0,0,92969012718100.9,80624724059974.94
2013-06-04T00:00:00Z,0,0,0,94519125000688.97,81855596473246.02
2013-06-05T00:00:00Z,0,0,0,95858912623351.83,82854253572058.89
2013-06-06T00:00:00Z,0,0,0,97682007118884.75,84148925170891.3
2013-06-07T00:00:00Z,0,0,0,99113577931088.23,85242983665581.16
2013-06-08T00:00:00Z,0,0,0,101057054701811.33,86454959157177.77
2013-06-09T00:00:00Z,0,0,0,102359088353180.48,87325317703820.06
2013-06-10T00:00:00Z,0,0,0,103701004414737.16,88529099552535.42
2013-06-11T00:00:00Z,0,0,0,105471274694267.05,89731765647800.5
2013-06-12T00:00:00Z,0,0,0,107524790771156.23,91287252481759.36
2013-06-13T00:00:00Z,0,0,0,109488512447513.34,92717153301498.72
2013-06-14T00:00:00Z,0,0,0,111504479614820.27,94000191457014.81
2013-06-15T00:00:00Z,0,0,0,113213866333759.58,95103826452280.73
2013-06-16T00:00:00Z,0,0,0,115105219243873.11,96405462006534.97
2013-06-17T00:00:00Z,0,0,0,117001980580728.44,97623765217146.55
2013-06-18T00:00:00Z,0,0,0,118584671536151.17,98859539399508.84
2013-06-19T00:00:00Z,0,0,0,120557480425665.17,99896489231153.66
2013-06-20T00:00:00Z,0,0,0,122675418612505.28,101060500623931.75
2013-06-21T00:00:00Z,0,0,0,125206117009004.55,102625931628512.47
2013-06-22T00:00:00Z,0,0,0,127650926545193.78,104194856676079.45
2013-06-23T00:00:00Z,0,0,0,129726974198614.39,105617207339443.97
2013-06-24T00:00:00Z,0,0,0,131397865609817.23,106735830478474.58
2013-06-25T00:00:00Z,0,0,0,133153461376928.02,107991136706841.25
2013-06-26T00:00:00Z,0,0,0,135193154655810.92,109677294602710.47
2013-06-27T00:00:00Z,0,0,0,137385359646958.53,111030811526888.81
2013-06-28T00:00:00Z,0,0,0,139438744262106.97,112444409713312.58
2013-06-29T00:00:00Z,0,0,0,141391525469137.34,114055357678580.78
2013-06-30T00:00:00Z,0,0,0,143310463288304.66,115503111501493.16
2013-07-01T00:00:00Z,0,0,0,144625451401678.2,117145274053079.47
2013-07-02T00:00:00Z,0,0,0,146094111705152.72,118700948771341.98
2013-07-03T00:00:00Z,0,0,0,148252097612792.9,120610555165446.9
2013-07-04T00:00:00Z,0,0,0,149742247319836.34,122130686160262.66
2013-07-05T00:00:00Z,0,0,0,152212484830224.84,124035698726788.31
2013-07-06T00:00:00Z,0,0,0,154157760162629.38,125919883640757.03
2013-07-07T00:00:00Z,0,0,0,156623472516017.66,127868525223552.94
2013-07-08T00:00:00Z,0,0,0,158686391221808.7,129871722961810
2013-07-09T00:00:00Z,0,0,0,161054810238317.34,131706949295748.9
2013-07-10T00:00:00Z,0,0,0,163613369386173.88,133657186900455.5
2013-07-11T00:00:00Z,0,0,0,166458243958032.56,135964759326149.81
2013-07-12T00:00:00Z,0,0,0,168049420581336.53,137787105676246.4
2013-07-13T00:00:00Z,0,0,0,169859915378504.56,139674213913008.97
2013-07-14T00:00:00Z,0,0,0,172672674768520.28,142088577191670.28
2013-07-15T00:00:00Z,0,0,0,175329493083306.8,144271679708533.22
2013-07-16T00:00:00Z,0,0,0,177212794929388.5,146159007086630.84
2013-07-17T00:00:00Z,0,0,0,180599514426266.53,148800747503497.53
2013-07-18T00:00:00Z,0,0,0,183039172522610.5,150811922029380.88
2013-07-19T00:00:00Z,0,0,0,186137494163480.9,153347487294573.06
2013-07-20T00:00:00Z,0,0,0,188990772351705.44,155833095482105.38
2013-07-21T00:00:00Z,0,0,0,192152723520402.7,158679420264703.62
2013-07-22T00:00:00Z,0,0,0,193966888519439.84,160808907532316.84
2013-07-23T00:00:00Z,0,0,0,196043333623668.78,162885153911141.6
2013-07-24T00:00:00Z,0,0,0,199469076487842,165433471048829.66
2013-07-25T00:00:00Z,0,0,0,201972507571223.38,167562984474075.7
2013-07-26T00:00:00Z,0,0,0,205119381623925.3,170156268139868.16
2013-07-27T00:00:00Z,0,0,0,208407653225207.28,172896506436082.94
2013-07-28T00:00:00Z,0,0,0,211762054192463.88,175600399227285.47
2013-07-29T00:00:00Z,0,0,0,215277405862684.97,178334465665911.16
2013-07-30T00:00:00Z,0,0,0,220150650929287.62,181730557108796.2
2013-07-31T00:00:00Z,0,0,0,224521277112077.4,184573364256877.84
2013-08-01T00:00:00Z,0,0,0,228029267125501.5,187061689415327.2
2013-08-02T00:00:00Z,0,0,0,231644389215938.7,189948243414365.88
2013-08-03T00:00:00Z,0,0,0,235503100491261.94,192622673905549.16
2013-08-04T00:00:00Z,0,0,0,239618547568221.72,195915516199223.28
2013-08-05T00:00:00Z,0,0,0,244562756442941.2,199360258302785.28
2013-08-06T00:00:00Z,0,0,0,249720381402061.88,203171926959039.7
2013-08-07T00:00:00Z,0,0,0,254553049295092.62,206619720258450.6
2013-08-08T00:00:00Z,0,0,0,260592989234854.72,210823899736586
2013-08-09T00:00:00Z,0,0,0,265793737222465.16,214703553304319.53
2013-08-10T00:00:00Z,0,0,0,271281596212589.9,218869920085311.2
2013-08-11T00:00:00Z,0,0,0,277752401860855.53,222900911221096
2013-08-12T00:00:00Z,0,0,0,284683986970763.8,227271951174634.2
2013-08-13T00:00:00Z,0,0,0,288858290055491.3,230765482412005.8
2013-08-14T00:00:00Z,0,0,0,295787009091203,235558251087254.88
2013-08-15T00:00:00Z,0,0,0,302430225983400.25,239821510456394.4
2013-08-16T00:00:00Z,0,0,0,308566464803963.2,244582989615114.88
2013-08-17T00:00:00Z,0,0,0,317781328056679.2,250410250289644.88
2013-08-18T00:00:00Z,0,0,0,326411201202242.94,256274347682861.94
2013-08-19T00:00:00Z,0,0,0,333439720434999.3,261215246393352.4
2013-08-20T00:00:00Z,0,0,0,340330203230723,266241463375562.88
2013-08-21T00:00:00Z,0,0,0,348962722317149.44,271464805418294.66
2013-08-22T00:00:00Z,0,0,0,359676155079914.94,277859744351791.88
2013-08-23T00:00:00Z,0,0,0,367973241302907.25,283721158895374.7
2013-08-24T00:00:00Z,0,0,0,376784544160206.56,289378525865715
2013-08-25T00:00:00Z,0,0,0,384461994872669.6,294790688248297.5
2013-08-26T00:00:00Z,0,0,0,393782318706688.94,301094985965948.1
2013-08-27T00:00:00Z,0,0,0,403260181473640.2,307511117833052.06
2013-08-28T00:00:00Z,0,0,0,413521307775325.2,314399356819005.06
2013-08-29T00:00:00Z,0,0,0,423978054317652.3,322064352623469.9
2013-08-30T00:00:00Z,0,0,0,436341624994406.56,330431451053241.9
2013-08-31T00:00:00Z,0,0,0,451642369951495.75,339835818538498.56
2013-09-01T00:00:00Z,0,0,0,465472114216928,348558251716433.25
2013-09-02T00:00:00Z,0,0,0,479610962148190.94,357557031319726.3
2013-09-03T00:00:00Z,0,0,0,489768529464115.25,364693538516168.44
2013-09-04T00:00:00Z,0,0,0,500359393884996.2,372461075163968.7
2013-09-05T00:00:00Z,0,0,0,514308042360557.6,382014211881309.75
2013-09-06T00:00:00Z,0,0,0,528825665317520.4,391689357306306.56
2013-09-07T00:00:00Z,0,0,0,537177430980111.2,398885210107483.06
2013-09-08T00:00:00Z,0,0,0,547471299049320.44,406632518135893
2013-09-09T00:00:00Z,0,0,0,563676108687430.6,417478852450010.4
2013-09-10T00:00:00Z,0,0,0,577910488432309,427831445146582.2
2013-09-11T00:00:00Z,0,0,0,592996282980072.2,438840134975418.06
2013-09-12T00:00:00Z,0,0,0,612209544487530,450533917271510.7
2013-09-13T00:00:00Z,0,0,0,627264611989061.6,461525810540132.4
2013-09-14T00:00:00Z,0,0,0,644140154231550.1,473285190107475.25
2013-09-15T00:00:00Z,0,0,0,663472116759832.2,486019290781897.8
2013-09-16T00:00:00Z,0,0,0,675878909628599.5,496830118842639.44
2013-09-17T00:00:00Z,0,0,0,693006850124627.6,509709025663435.4
2013-09-18T00:00:00Z,0,0,0,707240407159194.5,520340063797097.06
2013-09-19T00:00:00Z,0,0,0,727014186638410.4,533672194934566.8
2013-09-20T00:00:00Z,0,0,0,747007021744230.4,547984872030690.06
2013-09-21T00:00:00Z,0,0,0,764249400895008,561962777987461.6
2013-09-22T00:00:00Z,0,0,0,785765846555751.8,576869543929329.6
2013-09-23T00:00:00Z,0,0,0,808180886117482.6,592482715138844.8
2013-09-24T00:00:00Z,0,0,0,828537304078671.8,606499649475670.9
2013-09-25T00:00:00Z,0,0,0,853791771504633.5,623787045105661.5
2013-09-26T00:00:00Z,0,0,0,874316967723351.8,638788574598496.1
2013-09-27T00:00:00Z,0,0,0,898378510592146.2,655949909183735.9
2013-09-28T00:00:00Z,0,0,0,920892691330964.5,672435372824308.5
2013-09-29T00:00:00Z,0,0,0,940258052095021.6,688299838544714.1
2013-09-30T00:00:00Z,0,0,0,954911695884795.8,703277032918145.8
2013-10-01T00:00:00Z,0,0,0,974694016091322.9,720083065154125.5
2013-10-02T00:00:00Z,0,0,0,994511053493571.5,737061007820881.1
2013-10-03T00:00:00Z,0,0,0,1022109571523664,755939050493889.6
2013-10-04T00:00:00Z,0,0,0,1042760170251297.1,771559782068146.9
2013-10-05T00:00:00Z,0,0,0,1070426806990772.5,792367424675665.4
2013-10-06T00:00:00Z,0,0,0,1094296927511981.1,811561296414750.8
2013-10-07T00:00:00Z,0,0,0,1121818510170699.5,829497970575405.5
2013-10-08T00:00:00Z,0,0,0,1150152633258274.8,848811966153797.9
2013-10-09T00:00:00Z,0,0,0,1173434184845520.8,868555146766476
2013-10-10T00:00:00Z,0,0,0,1206004389357631.2,891957438894970.2
2013-10-11T00:00:00Z,0,0,0,1235244666746455.8,914120474863264.2
2013-10-12T00:00:00Z,0,0,0,1267340220753112.2,939774882620321.4
2013-10-13T00:00:00Z,0,0,0,1305110909474406.2,966187760731734.1
2013-10-14T00:00:00Z,0,0,0,1352331545940273.2,998235850085912
2013-10-15T00:00:00Z,0,0,0,1399946043417544.5,1031709080088688.6
2013-10-16T00:00:00Z,0,0,0,1445206165373006.8,1060542537500803.4
2013-10-17T00:00:00Z,0,0,0,1486754042921561,1089880446523094.6
2013-10-18T00:00:00Z,0,0,0,1537544425988763.8,1122392416573979.4
2013-10-19T00:00:00Z,0,0,0,1600798469241743.2,1163906327940076.8
2013-10-20T00:00:00Z,0,0,0,1651375516584372,1199191269164301.2
2013-10-21T00:00:00Z,0,0,0,1708628485346338.2,1236438943120672.8
2013-10-22T00:00:00Z,0,0,0,1775874146941952,1280819996748851.8
2013-10-23T00:00:00Z,0,0,0,1834704209446524.8,1321442547782003.5
2013-10-24T00:00:00Z,0,0,0,1892049282805170.8,1360293293441921
2013-10-25T00:00:00Z,0,0,0,1948151860646253.8,1400971816075443.8
2013-10-26T00:00:00Z,0,0,0,2017594585832709,1445955776778031
2013-10-27T00:00:00Z,0,0,0,2089581303404323,1493979906998235.2
2013-10-28T00:00:00Z,0,0,0,2159184817496897.2,1540038754413931.5
2013-10-29T00:00:00Z,0,0,0,2221434431924309.5,1580846242009666.2
2013-10-30T00:00:00Z,0,0,0,2304935386703511.5,1629923541294153.8
2013-10-31T00:00:00Z,0,0,0,2396556616265770,1685625316178546.8
2013-11-01T00:00:00Z,0,0,0,2487818073109423,1741164563301497.5
2013-11-02T00:00:00Z,0,0,0,2569743894120722,1795926732822193.5
2013-11-03T00:00:00Z,0,0,0,2649991703070161.5,1846375936660729.5
2013-11-04T00:00:00Z,0,0,0,2721266451888678.5,1895846629439725.5
2013-11-05T00:00:00Z,0,0,0,2789764211631673.5,1942030569571827.8
2013-11-06T00:00:00Z,0,0,0,2879290431443990.5,2000554470807345.2
2013-11-07T00:00:00Z,0,0,0,2947556882223622.5,2048854757740949
2013-11-08T00:00:00Z,0,0,0,3008999280667308.5,2091216732756414.8
2013-11-09T00:00:00Z,0,0,0,3072883881391222.5,2139444135374427
2013-11-10T00:00:00Z,0,0,0,3158743583611887,2196994125179171.5
2013-11-11T00:00:00Z,0,0,0,3249526638005976.5,2258433429379545
2013-11-12T00:00:00Z,0,0,0,3351458109201741,2328284509338073.5
2013-11-13T00:00:00Z,0,0,0,3415052846388755,2383692196164514
2013-11-14T00:00:00Z,0,0,0,3486422998581570,2443184520999557
2013-11-15T00:00:00Z,0,0,0,3549219676369662.5,2497212920871335
2013-11-16T00:00:00Z,0,0,0,3634726573257542,2560740308089551.5
2013-11-17T00:00:00Z,0,0,0,3714315629192570,2625930027590666.5
2013-11-18T00:00:00Z,0,0,0,3772622488766886.5,2686710479004313.5
2013-11-19T00:00:00Z,0,0,0,3845560574508906,2748468045546638.5
2013-11-20T00:00:00Z,0,0,0,3917084376509409,2812856430927873
2013-11-21T00:00:00Z,0,0,0,3960649427632501.5,2868261787287225
2013-11-22T00:00:00Z,0,0,0,4035364597009480,2935034403228001.5
2013-11-23T00:00:00Z,0,0,0,4113353048059367.5,3002701165432267.5
2013-11-24T00:00:00Z,0,0,0,4181631259074979.5,3064891559860615.5
2013-11-25T00:00:00Z,0,0,0,4243858697227171,3130726641529939.5
2013-11-26T00:00:00Z,0,0,0,4288759749377152,3189170526390736.5
2013-11-27T00:00:00Z,0,0,0,4346410862798882,3252797840147890
2013-11-28T00:00:00Z,0,0,0,4423964625697886,3322699528811098
2013-11-29T00:00:00Z,0,0,0,4482618332429933,3393776859566722
2013-11-30T00:00:00Z,0,0,0,4553484286874180,3475020451569975.5
2013-12-01T00:00:00Z,0,0,0,4619565649348126,3553691861228775.5
2013-12-02T00:00:00Z,0,0,0,4672104970911042,3620924432515882.5
2013-12-03T00:00:00Z,0,0,0,4773863524178799,3711927613624481
2013-12-04T00:00:00Z,0,0,0,4849382322386695,3785324387137688
2013-12-05T00:00:00Z,0,0,0,4927660491803645,3858712351717660.5
2013-12-06T00:00:00Z,0,0,0,5029178137337349,3954234284390671
2013-12-07T00:00:00Z,0,0,0,5133375289405803,4040466085814713
2013-12-08T00:00:00Z,0,0,0,5245286286499831,4127142783583570
2013-12-09T00:00:00Z,0,0,0,5326211647588090,4199547764489656
2013-12-10T00:00:00Z,0,0,0,5428219865872290,4293481724742088.5
2013-12-11T00:00:00Z,0,0,0,5517869169120199,4383697903563088.5
2013-12-12T00:00:00Z,0,0,0,5593020571698591,4472239340450166
2013-12-13T00:00:00Z,0,0,0,5709563587876308,4562308217132532
2013-12-14T00:00:00Z,0,0,0,5852570359454027,4669496679017798
2013-12-15T00:00:00Z,0,0,0,5979098699913677,4764159188141669
2013-12-16T00:00:00Z,0,0,0,6105720482450953,4870223527854246
2013-12-17T00:00:00Z,0,0,0,6249122105726524,4981718867459546
2013-12-18T00:00:00Z,0,0,0,6382208259705127,5077415374236005
2013-12-19T00:00:00Z,0,0,0,6558296917167362,5201928745838131
2013-12-20T00:00:00Z,0,0,0,6656278715395586,5286681545952495
2013-12-21T00:00:00Z,0,0,0,6792869041917921,5376759234775210
2013-12-22T00:00:00Z,0,0,0,6945764765466202,5490564681237839
2013-12-23T00:00:00Z,0,0,0,7103804753142127,5608578900600745
2013-12-24T00:00:00Z,0,0,0,7263198832356087,5722415045715532
2013-12-25T00:00:00Z,0,0,0,7404950109817200,5824404403522185
2013-12-26T00:00:00Z,0,0,0,7596267528933109,5942513639155129
2013-12-27T00:00:00Z,0,0,0,7778662457330337,6062536660064608
2013-12-28T00:00:00Z,0,0,0,7887230057765190,6155597341731536
2013-12-29T00:00:00Z,0,0,0,8024097470690687,6253357901560308
2013-12-30T00:00:00Z,0,0,0,8152453830616016,6352969058745098
2013-12-31T00:00:00Z,0,0,0,8309316913397205,6464441281372666
2014-01-01T00:00:00Z,0,0,0,8500088578614426,6586096774762733
2014-01-02T00:00:00Z,0,0,0,8585907016728390,6679885270453594
2014-01-03T00:00:00Z,0,0,0,8760411133249835,6804896727818263
2014-01-04T00:00:00Z,0,0,0,8886312749028943,6906986620416293
2014-01-05T00:00:00Z,0,0,0,9091294767895874,7060236452616609
2014-01-06T00:00:00Z,0,0,0,9306273249457338,7219824269431569
2014-01-07T00:00:00Z,0,0,0,9487953745744120,7366620016121973
2014-01-08T00:00:00Z,0,0,0,9715730338843188,7520970993215637
2014-01-09T00:00:00Z,0,0,0,9941073257050242,7684646561461265
2014-01-10T00:00:00Z,0,0,0,10137320935839074,7827595052479635
2014-01-11T00:00:00Z,0,0,0,10368258827890418,7980639699794502
2014-01-12T00:00:00Z,0,0,0,10585118874381230,8147341231128769
2014-01-13T00:00:00Z,0,0,0,10775160883125976,8313865621290000
