timestamp,ma111,ma350x2
2012-12-31T00:00:00Z,12.107485661136709,16.67347025061479
2013-01-01T00:00:00Z,12.125292992478899,16.71105684148442
2013-01-02T00:00:00Z,12.141781600107524,16.752590093128337
2013-01-03T00:00:00Z,12.15649430291521,16.79258842988103
2013-01-04T00:00:00Z,12.170219912288356,16.83134987685552
2013-01-05T00:00:00Z,12.182126961683256,16.870204060181656
2013-01-06T00:00:00Z,12.193221840484433,16.909561003616457
2013-01-07T00:00:00Z,12.203935824186468,16.948782593347214
2013-01-08T00:00:00Z,12.212615411943595,16.98882282015781
2013-01-09T00:00:00Z,12.22152732984206,17.031024678028416
2013-01-10T00:00:00Z,12.234547007812475,17.077297691264977
2013-01-11T00:00:00Z,12.250447274989925,17.12689524678217
2013-01-12T00:00:00Z,12.268294398139407,17.175506749638615
2013-01-13T00:00:00Z,12.284685865214714,17.223396897951844
2013-01-14T00:00:00Z,12.300912166358478,17.271179962958165
2013-01-15T00:00:00Z,12.318984395495669,17.32050808211406
2013-01-16T00:00:00Z,12.338119517578905,17.370812548744155
2013-01-17T00:00:00Z,12.361764115620993,17.421714643615225
2013-01-18T00:00:00Z,12.390083285350677,17.47638947573873
2013-01-19T00:00:00Z,12.41829207764288,17.530927845708792
2013-01-20T00:00:00Z,12.44751965679438,17.587129609701847
2013-01-21T00:00:00Z,12.481016430495817,17.647608411375412
2013-01-22T00:00:00Z,12.519596619678705,17.712944881021784
2013-01-23T00:00:00Z,12.559895248614442,17.77972677185176
2013-01-24T00:00:00Z,12.608318513663212,17.85057903694818
2013-01-25T00:00:00Z,12.648422167262353,17.914772550231486
2013-01-26T00:00:00Z,12.693479936849604,17.978821315551844
2013-01-27T00:00:00Z,12.748032592271034,18.046033433633163
2013-01-28T00:00:00Z,12.802554931781904,18.118118615695973
2013-01-29T00:00:00Z,12.866213975463824,18.19975620372772
2013-01-30T00:00:00Z,12.931049079081825,18.282948820630263
2013-01-31T00:00:00Z,13.004067736479948,18.373580777664085
2013-02-01T00:00:00Z,13.081984206355424,18.465847717804838
2013-02-02T00:00:00Z,13.15534254374702,18.555372299356506
2013-02-03T00:00:00Z,13.231217041496858,18.645707708973962
2013-02-04T00:00:00Z,13.308710352408262,18.73742883870897
2013-02-05T00:00:00Z,13.385933401307147,18.8291164285555
2013-02-06T00:00:00Z,13.466740051032925,18.922556241200393
2013-02-07T00:00:00Z,13.552560399401,19.0169134791354
2013-02-08T00:00:00Z,13.648472438432352,19.1159183846039
2013-02-09T00:00:00Z,13.74954268859471,19.218385898390252
2013-02-10T00:00:00Z,13.855359788730997,19.32397210942121
2013-02-11T00:00:00Z,13.963553181122675,19.43104457063769
2013-02-12T00:00:00Z,14.082193054015896,19.544728967365533
2013-02-13T00:00:00Z,14.211951721551992,19.66321812522193
2013-02-14T00:00:00Z,14.353141447688314,19.784102119167493
2013-02-15T00:00:00Z,14.505388638882229,19.912454669356585
2013-02-16T00:00:00Z,14.657216251386643,20.041564779926595
2013-02-17T00:00:00Z,14.805053154348565,20.16891930755083
2013-02-18T00:00:00Z,14.950011046855778,20.293914414866062
2013-02-19T00:00:00Z,15.104049108130033,20.42584112086246
2013-02-20T00:00:00Z,15.272262557331493,20.566957394470112
2013-02-21T00:00:00Z,15.44599829398313,20.709870118787023
2013-02-22T00:00:00Z,15.626758083898553,20.85656266606877
2013-02-23T00:00:00Z,15.79555218603585,20.99633505041467
2013-02-24T00:00:00Z,15.967564793915054,21.138523466158873
2013-02-25T00:00:00Z,16.14123504267299,21.28228663139754
2013-02-26T00:00:00Z,16.321102315464707,21.429994191468253
2013-02-27T00:00:00Z,16.504727406872973,21.578042199946292
2013-02-28T00:00:00Z,16.704645307609827,21.73629354535932
2013-03-01T00:00:00Z,16.91485155966699,21.90100281198695
2013-03-02T00:00:00Z,17.125864581509656,22.06586101754179
2013-03-03T00:00:00Z,17.3357980812989,22.23130180966814
2013-03-04T00:00:00Z,17.555581099059832,22.40401521988933
2013-03-05T00:00:00Z,17.81107905203467,22.601130923920294
2013-03-06T00:00:00Z,18.12656249048481,22.836398928562335
2013-03-07T00:00:00Z,18.404945392871063,23.05071062260159
2013-03-08T00:00:00Z,18.687386060247515,23.269477884955844
2013-03-09T00:00:00Z,18.983746328889033,23.49748874291823
2013-03-10T00:00:00Z,19.29555153473735,23.73586128651748
2013-03-11T00:00:00Z,19.61467875960979,23.97863987006905
2013-03-12T00:00:00Z,19.91130618959173,24.206983439291886
2013-03-13T00:00:00Z,20.218197127927763,24.442805575236957
2013-03-14T00:00:00Z,20.53476548538936,24.68627536951865
2013-03-15T00:00:00Z,20.84848687337649,24.92833743013498
2013-03-16T00:00:00Z,21.158172444048404,25.168033589094904
2013-03-17T00:00:00Z,21.46938982148015,25.409000696845837
2013-03-18T00:00:00Z,21.787298505298935,25.652127483714825
2013-03-19T00:00:00Z,22.167910724237057,25.935405573729955
2013-03-20T00:00:00Z,22.612381706338393,26.259720984341048
2013-03-21T00:00:00Z,23.122979518104213,26.626966077577787
2013-03-22T00:00:00Z,23.65691935050973,27.009008045721213
2013-03-23T00:00:00Z,24.12883380763247,27.352223090439303
2013-03-24T00:00:00Z,24.62631034386964,27.712281510745736
2013-03-25T00:00:00Z,25.164341821687294,28.099463226139825
2013-03-26T00:00:00Z,25.75019354040499,28.519238482535464
2013-03-27T00:00:00Z,26.40511562536147,28.983556210902243
2013-03-28T00:00:00Z,27.118667215667866,29.484547863536
2013-03-29T00:00:00Z,27.81297661262251,29.973797508444896
