timestamp,binance,bitfinex,bithumb,bitmex,bitstamp,bittrex,bybit,coinbase,coincheck,crypto.com,deribit,ftx,gate.io,gemini,hitbtc,huobi,kraken,kucoin,luno,okex,poloniex
2019-02-13T00:00:00Z,239628.30339755,336447.77757048,45656.46675864,250821.75452755,174287.20774046,134292.10588331,29.94795859,897206.35365788,31487.85207815,,9802.68967131,0.00145401,12582.66691179,120116.64925241,90894.80971894,158377.06945285,145707.96840306,99.01491,20040.46701413,63407.63759242,66153.00053866
2019-02-14T00:00:00Z,238977.46147772,336136.50625886,45890.72178447,250928.64018124,175348.15709745,133677.23848718,9.94527319,896303.97628036,31405.07315039,,10211.17501358,0.00145401,12731.77665502,119895.41061726,91088.98884412,158352.85878821,146308.52583304,108.24771171,19945.97221404,62485.39270078,67148.00518809
2019-02-15T00:00:00Z,239649.41749249,335615.74667568,45952.23637091,250993.56171902,172934.46875403,133803.71726733,4.12155768,896129.57553076,31321.0887563,,10184.27554811,0.00145401,12794.58407918,118898.65073123,90898.45639952,158382.41520971,144932.48759597,147.60429997,19913.62639668,61740.77711309,67868.19904396
2019-02-16T00:00:00Z,240857.43535465,336302.35743864,45998.5549297,250786.87006713,174076.23873267,133079.9723746,4.29632355,896335.15464705,31335.56642684,,10155.42903289,0.00145401,12807.72265372,119165.26489689,90684.36381322,158432.96113891,145056.23341004,141.74131776,19915.45820772,61996.27918013,67856.96431774
2019-02-17T00:00:00Z,241769.09838366,335467.9264443,46063.97881016,251307.08550643,173318.42475352,133217.51651316,8.55150379,896962.78148264,31290.17273172,,9987.57512198,0.00145401,12845.92261449,119007.96349274,90161.38773511,158658.21558288,145611.78829699,147.07404483,19893.59330631,60450.09506505,67694.10250555
2019-02-18T00:00:00Z,240461.01067225,331606.66653477,45985.27365089,255443.99801056,173326.97251051,134275.46146507,6.15653677,896229.48956654,31307.67304881,,10300.36886188,0.00145401,13556.37374333,119222.41037922,90087.04917199,159825.98192953,145232.00495592,226.62714293,19970.40352354,61218.42386956,68099.01477774
2019-02-19T00:00:00Z,240505.33647086,329336.78741987,46009.61273336,255483.98277426,174471.59997151,133679.35445281,4.68058015,899061.16951682,31300.26428386,,10887.978808,0.00145401,13540.89486659,119510.48544558,90382.12904475,161227.62689546,144670.27915326,70.47260761,19976.83670335,62270.81638397,69871.00301064
2019-02-20T00:00:00Z,240004.70894604,323235.16137227,45947.11867079,255005.08690159,176067.8125549,133546.04085609,5.60878115,898608.79230394,31180.49207606,,10922.27048244,0.00145401,13359.32029782,119013.86842479,90738.39747242,161486.38363099,145002.01815993,60.63002055,19962.81600105,64095.15079185,69253.35429018
2019-02-21T00:00:00Z,240273.57349016,322037.43056123,46171.31837019,255206.76003029,175027.96913255,133196.98713806,4.15936456,900060.63487387,31140.51220357,,10536.38456196,0.00145401,13268.14264249,119503.80053302,90506.46689475,160926.06796068,145434.02945645,98.83611456,19902.76575726,64995.70074539,70204.46213596
2019-02-22T00:00:00Z,241340.44015778,324045.48004962,46181.81359759,255954.93220373,174367.77215092,133118.86322165,8.59486155,900318.14111148,31158.51909443,,10537.83255736,0.00145401,13115.11876438,119656.61813013,89829.39247195,161678.79181626,144991.70561086,105.53094801,19800.39503883,67020.04487165,70178.66469441
